channel,t,amplitude
Bearing B,0.037,0.102942
Bearing B,0.038,0.024813
Bearing B,0.039,-0.327424
Bearing B,0.04,-0.715071
Bearing B,0.041,-1.233793
Bearing B,0.042,-1.746946
Bearing B,0.043,-1.465017
Bearing B,0.044,-0.87165
Bearing B,0.045,-0.576464
Bearing B,0.046,-0.108857
Bearing B,0.047,-0.317837
Bearing B,0.048,0.149456
Bearing B,0.049,0.364518
Bearing B,0.05,0.802656
Bearing B,0.051,1.201902
Bearing B,0.052,1.334009
Bearing B,0.053,0.8546
Bearing B,0.054,0.363055
Bearing B,0.055,-0.081099
Bearing B,0.056,-0.184454
Bearing B,0.057,-0.29724
Bearing B,0.058,-0.191379
Bearing B,0.059,-0.514453
Bearing B,0.06,-0.396028
Bearing B,0.061,-0.892628
Bearing B,0.062,-1.205354
Bearing B,0.063,-1.299973
Bearing B,0.064,-1.083577
Bearing B,0.065,-1.064088
Bearing B,0.066,-0.5688
Bearing B,0.067,-0.757008
Bearing B,0.068,-0.248681
Bearing B,0.069,0.248646
Bearing B,0.07,0.575116
Bearing B,0.071,1.11843
Bearing B,0.072,1.467906
Bearing B,0.073,1.119056
Bearing B,0.074,0.351755
Bearing B,0.075,-0.203041
Bearing B,0.076,-0.311257
Bearing B,0.077,-0.03769
Bearing B,0.078,0.227408
Bearing B,0.079,0.185838
Bearing B,0.08,-0.467903
Bearing B,0.081,-0.916891
Bearing B,0.082,-1.280811
Bearing B,0.083,-1.207475
Bearing B,0.084,-0.938366
Bearing B,0.085,-0.560478
Bearing B,0.086,0.186275
Bearing B,0.087,0.007241
Bearing B,0.088,0.436196
Bearing B,0.089,0.90578
Bearing B,0.09,1.116091
Bearing B,0.091,0.928604
Bearing B,0.092,0.983843
Bearing B,0.093,0.493803
Bearing B,0.094,0.002204
Bearing B,0.095,-0.087177
Bearing B,0.096,-0.266652
Bearing B,0.097,0.148808
Bearing B,0.098,0.111403
Bearing B,0.099,-0.008966
Bearing B,0.1,-0.716574
Bearing B,0.101,-1.368745
Bearing B,0.102,-1.369078
Bearing B,0.103,-1.301733
Bearing B,0.104,-0.939346
Bearing B,0.105,-0.851993
Bearing B,0.106,-0.763222
Bearing B,0.107,-0.59733
Bearing B,0.108,-0.337533
Bearing B,0.109,0.039216
Bearing B,0.11,0.758976
Bearing B,0.111,1.144405
Bearing B,0.112,0.935545
Bearing B,0.113,0.31329
Bearing B,0.114,-0.044698
Bearing B,0.115,-0.42226
Bearing B,0.116,-0.48914
Bearing B,0.117,-0.379917
Bearing B,0.118,-0.360131
Bearing B,0.119,-0.164161
Bearing B,0.12,-0.836965
Bearing B,0.121,-1.433288
Bearing B,0.122,-1.695298
Bearing B,0.123,-1.471615
Bearing B,0.124,-1.293452
Bearing B,0.125,-1.155376
Bearing B,0.126,-0.787131
Bearing B,0.127,-0.569351
Bearing B,0.128,-0.115519
Bearing B,0.129,0.248205
Bearing B,0.13,0.629432
Bearing B,0.131,1.22893
Bearing B,0.132,1.037238
Bearing B,0.133,0.285306
Bearing B,0.134,-0.147587
Bearing B,0.135,-0.64156
Bearing B,0.136,-0.316658
Bearing B,0.137,-0.508047
Bearing B,0.138,-0.731677
Bearing B,0.139,-0.513429
Bearing B,0.14,-0.743244
Bearing B,0.141,-1.308208
Bearing B,0.142,-1.280408
Bearing B,0.143,-1.06121
Bearing B,0.144,-1.097068
Bearing B,0.145,-1.121343
Bearing B,0.146,-1.056554
Bearing B,0.147,-0.609955
Bearing B,0.148,-0.512759
Bearing B,0.149,0.158195
Bearing B,0.15,0.718934
Bearing B,0.151,1.161456
Bearing B,0.152,1.101334
Bearing B,0.153,0.587342
Bearing B,0.154,0.063793
Bearing B,0.155,-0.699674
Bearing B,0.156,-0.710734
Bearing B,0.157,-0.493289
Bearing B,0.158,-0.296814
Bearing B,0.159,-0.451317
Bearing B,0.16,-0.605472
Bearing B,0.161,-0.938498
Bearing B,0.162,-1.482419
Bearing B,0.163,-1.320857
Bearing B,0.164,-1.437938
Bearing B,0.165,-0.806157
Bearing B,0.166,-0.982978
Bearing B,0.167,-0.243689
Bearing B,0.168,-0.024382
Bearing B,0.169,0.696341
Bearing B,0.17,1.358276
Bearing B,0.171,2.008977
Bearing B,0.172,1.637452
Bearing B,0.173,1.133994
Bearing B,0.174,0.508592
Bearing B,0.175,0.493263
Bearing B,0.176,0.316157
Bearing B,0.177,-0.081009
Bearing B,0.178,-0.015758
Bearing B,0.179,-0.142604
Bearing B,0.18,-0.135489
Bearing B,0.181,-0.795592
Bearing B,0.182,-1.267075
Bearing B,0.183,-1.283237
Bearing B,0.184,-0.64874
Bearing B,0.185,-0.41858
Bearing B,0.186,-0.473322
Bearing B,0.187,-0.003782
Bearing B,0.188,0.30277
Bearing B,0.189,0.825571
Bearing B,0.19,1.110686
Bearing B,0.191,1.583184
Bearing B,0.192,1.839251
Bearing B,0.193,1.027226
Bearing B,0.194,0.198741
Bearing B,0.195,-0.322331
Bearing B,0.196,-0.258323
Bearing B,0.197,-0.397514
Bearing B,0.198,-0.289261
Bearing B,0.199,-0.086051
Bearing B,0.2,-0.680371
Bearing B,0.201,-0.990231
Bearing B,0.202,-1.10947
Bearing B,0.203,-1.184499
Bearing B,0.204,-1.232005
Bearing B,0.205,-0.837685
Bearing B,0.206,-0.626821
Bearing B,0.207,-0.014213
Bearing B,0.208,0.159431
Bearing B,0.209,1.090092
Bearing B,0.21,1.3621
Bearing B,0.211,1.423205
Bearing B,0.212,1.231694
Bearing B,0.213,0.719744
Bearing B,0.214,0.032098
Bearing B,0.215,-0.015496
Bearing B,0.216,0.007851
Bearing B,0.217,0.307786
Bearing B,0.218,0.217977
Bearing B,0.219,-0.284502
Bearing B,0.22,-0.531293
Bearing B,0.221,-0.633176
Bearing B,0.222,-1.156325
Bearing B,0.223,-1.262084
Bearing B,0.224,-1.195265
Bearing B,0.225,-0.820552
Bearing B,0.226,-0.791394
Bearing B,0.227,-0.22198
Bearing B,0.228,0.31849
Bearing B,0.229,1.022632
Bearing B,0.23,1.634544
Bearing B,0.231,1.247112
Bearing B,0.232,0.910053
Bearing B,0.233,1.117688
Bearing B,0.234,0.419565
Bearing B,0.235,-0.310852
Bearing B,0.236,-0.130873
Bearing B,0.237,0.395786
Bearing B,0.238,0.439412
Bearing B,0.239,0.412639
Bearing B,0.24,-0.29369
Bearing B,0.241,-0.846998
Bearing B,0.242,-0.891955
Bearing B,0.243,-0.64729
Bearing B,0.244,-0.776945
Bearing B,0.245,-0.301518
Bearing B,0.246,-0.18093
Bearing B,0.247,-0.247052
Bearing B,0.248,0.625046
Bearing B,0.249,1.226852
Bearing B,0.25,1.009867
Bearing B,0.251,1.47057
Bearing B,0.252,1.42963
Bearing B,0.253,0.713705
Bearing B,0.254,0.581827
Bearing B,0.255,-0.213418
Bearing B,0.256,-0.228247
Bearing B,0.257,0.151881
Bearing B,0.258,-0.114324
Bearing B,0.259,0.16053
Bearing B,0.26,0.085029
Bearing B,0.261,-1.237772
Bearing B,0.262,-1.323337
Bearing B,0.263,-1.224672
Bearing B,0.264,-0.799231
Bearing B,0.265,-0.530323
Bearing B,0.266,-0.466367
Bearing B,0.267,-0.286866
Bearing B,0.268,0.315785
Bearing B,0.269,0.80237
Bearing B,0.27,1.329588
Bearing B,0.271,1.741305
Bearing B,0.272,1.40942
Bearing B,0.273,0.466727
Bearing B,0.274,0.010625
Bearing B,0.275,-0.211176
Bearing B,0.276,-0.404258
Bearing B,0.277,-0.138588
Bearing B,0.278,-0.031976
Bearing B,0.279,-0.327894
Bearing B,0.28,-0.813256
Bearing B,0.281,-1.520307
Bearing B,0.282,-1.424583
Bearing B,0.283,-1.637197
Bearing B,0.284,-1.478015
Bearing B,0.285,-1.226311
Bearing B,0.286,-0.836082
Bearing B,0.287,-0.474468
Bearing B,0.288,0.072627
Bearing B,0.289,0.687228
Bearing B,0.29,1.408516
Bearing B,0.291,1.793676
Bearing B,0.292,1.29247
Bearing B,0.293,0.513841
Bearing B,0.294,0.009922
Bearing B,0.295,-0.307609
Bearing B,0.296,-0.600707
Bearing B,0.297,-0.3318
Bearing B,0.298,-0.065611
Bearing B,0.299,-0.211234
Bearing B,0.3,-0.66469
Bearing B,0.301,-1.215268
Bearing B,0.302,-1.670507
Bearing B,0.303,-1.404195
Bearing B,0.304,-1.234656
Bearing B,0.305,-0.742665
Bearing B,0.306,-1.013292
Bearing B,0.307,-0.876074
Bearing B,0.308,0.067917
Bearing B,0.309,0.504522
Bearing B,0.31,1.045342
Bearing B,0.311,1.303853
Bearing B,0.312,0.852715
Bearing B,0.313,0.396058
Bearing B,0.314,-0.297133
Bearing B,0.315,-0.795141
Bearing B,0.316,-0.721579
Bearing B,0.317,-0.911943
Bearing B,0.318,-0.694399
Bearing B,0.319,-0.609742
Bearing B,0.32,-1.307518
Bearing B,0.321,-1.41258
Bearing B,0.322,-1.481756
Bearing B,0.323,-1.662328
Bearing B,0.324,-1.613643
Bearing B,0.325,-1.118397
Bearing B,0.326,-0.619624
Bearing B,0.327,-0.641733
Bearing B,0.328,-0.120731
Bearing B,0.329,0.425927
Bearing B,0.33,1.207316
Bearing B,0.331,1.814829
Bearing B,0.332,1.185249
Bearing B,0.333,0.731333
Bearing B,0.334,0.215398
Bearing B,0.335,-0.220609
Bearing B,0.336,-0.047655
Bearing B,0.337,0.22253
Bearing B,0.338,0.339643
Bearing B,0.339,0.18552
Bearing B,0.34,-0.448696
Bearing B,0.341,-0.275893
Bearing B,0.342,-1.267537
Bearing B,0.343,-1.197077
Bearing B,0.344,-0.93931
Bearing B,0.345,-0.911895
Bearing B,0.346,-0.710474
Bearing B,0.347,-0.445679
Bearing B,0.348,0.154982
Bearing B,0.349,0.752055
Bearing B,0.35,1.0102
Bearing B,0.351,1.266726
Bearing B,0.352,1.227352
Bearing B,0.353,0.401501
Bearing B,0.354,-0.094445
Bearing B,0.355,-0.686659
Bearing B,0.356,-0.457056
Bearing B,0.357,-0.58856
Bearing B,0.358,-0.353451
Bearing B,0.359,-0.239181
Bearing B,0.36,-0.834991
Bearing B,0.361,-1.417197
Bearing B,0.362,-1.556985
Bearing B,0.363,-1.728935
Bearing B,0.364,-1.483181
Bearing B,0.365,-1.194146
Bearing B,0.366,-1.041349
Bearing B,0.367,-0.472556
Bearing B,0.368,-0.134087
Bearing B,0.369,0.303303
Bearing B,0.37,1.238063
Bearing B,0.371,1.013999
Bearing B,0.372,0.846225
Bearing B,0.373,0.336126
Bearing B,0.374,-0.077976
Bearing B,0.375,-0.406718
Bearing B,0.376,-0.050434
Bearing B,0.377,-0.324691
Bearing B,0.378,-0.402792
Bearing B,0.379,-0.40394
Bearing B,0.38,-0.476797
Bearing B,0.381,-1.229608
Bearing B,0.382,-1.581072
Bearing B,0.383,-1.281438
Bearing B,0.384,-0.949632
Bearing B,0.385,-0.679238
Bearing B,0.386,-0.607098
Bearing B,0.387,0.15537
Bearing B,0.388,0.132096
Bearing B,0.389,0.250422
Bearing B,0.39,0.888309
Bearing B,0.391,1.161602
Bearing B,0.392,0.787003
Bearing B,0.393,0.038174
Bearing B,0.394,-0.292419
Bearing B,0.395,-0.433517
Bearing B,0.396,-0.756851
Bearing B,0.397,-0.442873
Bearing B,0.398,-0.300434
Bearing B,0.399,-0.538399
Bearing B,0.4,-0.9165
Bearing B,0.401,-1.082133
Bearing B,0.402,-1.609236
Bearing B,0.403,-1.557666
Bearing B,0.404,-1.30769
Bearing B,0.405,-0.968843
Bearing B,0.406,-1.012718
Bearing B,0.407,-0.597384
Bearing B,0.408,-0.28208
Bearing B,0.409,0.219625
Bearing B,0.41,1.074576
Bearing B,0.411,1.593289
Bearing B,0.412,1.462371
Bearing B,0.413,0.497395
Bearing B,0.414,-0.202854
Bearing B,0.415,-0.839643
Bearing B,0.416,-0.898676
Bearing B,0.417,-0.800216
Bearing B,0.418,-0.732894
Bearing B,0.419,-0.740758
Bearing B,0.42,-0.976638
Bearing B,0.421,-1.420635
Bearing B,0.422,-1.452811
Bearing B,0.423,-1.704741
Bearing B,0.424,-1.289196
Bearing B,0.425,-0.998741
Bearing B,0.426,-0.471977
Bearing B,0.427,-0.363934
Bearing B,0.428,-0.15476
Bearing B,0.429,0.397907
Bearing B,0.43,0.965661
Bearing B,0.431,1.375219
Bearing B,0.432,1.221514
Bearing B,0.433,0.818986
Bearing B,0.434,0.006213
Bearing B,0.435,-0.279551
Bearing B,0.436,-0.302601
Bearing B,0.437,-0.223546
Bearing B,0.438,-0.28698
Bearing B,0.439,-0.278006
Bearing B,0.44,-0.756888
Bearing B,0.441,-1.248008
Bearing B,0.442,-1.314192
Bearing B,0.443,-1.353495
Bearing B,0.444,-1.065964
Bearing B,0.445,-0.434745
Bearing B,0.446,-0.414698
Bearing B,0.447,-0.438573
Bearing B,0.448,-0.472743
Bearing B,0.449,0.630582
Bearing B,0.45,1.345271
Bearing B,0.451,1.736456
Bearing B,0.452,1.218321
Bearing B,0.453,0.807875
Bearing B,0.454,0.290342
Bearing B,0.455,-0.480798
Bearing B,0.456,-0.755823
Bearing B,0.457,-0.356289
Bearing B,0.458,0.366129
Bearing B,0.459,0.302626
Bearing B,0.46,-0.521244
Bearing B,0.461,-0.852587
Bearing B,0.462,-1.394454
Bearing B,0.463,-1.05099
Bearing B,0.464,-1.090684
Bearing B,0.465,-0.66464
Bearing B,0.466,-0.766037
Bearing B,0.467,-0.688972
Bearing B,0.468,-0.248199
Bearing B,0.469,0.218099
Bearing B,0.47,0.835885
Bearing B,0.471,0.648861
Bearing B,0.472,0.323851
Bearing B,0.473,0.244611
Bearing B,0.474,-0.457817
Bearing B,0.475,-0.865124
Bearing B,0.476,-0.68238
Bearing B,0.477,-0.297691
Bearing B,0.478,-0.062038
Bearing B,0.479,-0.451215
Bearing B,0.48,-0.833239
Bearing B,0.481,-1.203662
Bearing B,0.482,-1.435716
Bearing B,0.483,-1.530177
Bearing B,0.484,-1.120501
Bearing B,0.485,-1.361932
Bearing B,0.486,-0.522184
Bearing B,0.487,-0.684467
Bearing B,0.488,-0.62969
Bearing B,0.489,0.540739
Bearing B,0.49,1.096239
Bearing B,0.491,0.850389
Bearing B,0.492,0.745382
Bearing B,0.493,0.246898
Bearing B,0.494,-0.237867
Bearing B,0.495,-0.495518
Bearing B,0.496,-0.226027
Bearing B,0.497,0.122771
Bearing B,0.498,-0.030824
Bearing B,0.499,-0.158791
Bearing B,0.5,-0.712823
Bearing B,0.501,-1.233717
Bearing B,0.502,-1.984686
Bearing B,0.503,-1.804394
Bearing B,0.504,-1.447538
Bearing B,0.505,-0.848832
Bearing B,0.506,-0.219222
Bearing B,0.507,-0.670101
Bearing B,0.508,-0.021567
Bearing B,0.509,0.896189
Bearing B,0.51,1.859956
Bearing B,0.511,1.725077
Bearing B,0.512,1.371988
Bearing B,0.513,1.379606
Bearing B,0.514,0.518919
Bearing B,0.515,-0.231557
Bearing B,0.516,-0.279095
Bearing B,0.517,-0.009485
Bearing B,0.518,0.280265
Bearing B,0.519,-0.139315
Bearing B,0.52,-0.386247
Bearing B,0.521,-0.722953
Bearing B,0.522,-1.53049
Bearing B,0.523,-1.215224
Bearing B,0.524,-1.133257
Bearing B,0.525,-0.286952
Bearing B,0.526,-0.493086
Bearing B,0.527,-0.233256
Bearing B,0.528,0.36043
Bearing B,0.529,1.191406
Bearing B,0.53,1.607914
Bearing B,0.531,1.869427
Bearing B,0.532,1.457638
Bearing B,0.533,1.00531
Bearing B,0.534,-0.166854
Bearing B,0.535,-0.645604
Bearing B,0.536,-0.498316
Bearing B,0.537,-0.423163
Bearing B,0.538,-0.335268
Bearing B,0.539,-0.066306
Bearing B,0.54,-0.742889
Bearing B,0.541,-1.243464
Bearing B,0.542,-1.407097
Bearing B,0.543,-1.337643
Bearing B,0.544,-1.500495
Bearing B,0.545,-0.973016
Bearing B,0.546,-0.634296
Bearing B,0.547,-0.736347
Bearing B,0.548,-0.171782
Bearing B,0.549,0.443208
Bearing B,0.55,1.023135
Bearing B,0.551,0.983133
Bearing B,0.552,1.243546
Bearing B,0.553,0.521154
Bearing B,0.554,-0.057292
Bearing B,0.555,-0.490063
Bearing B,0.556,-0.431316
Bearing B,0.557,-0.340617
Bearing B,0.558,-0.297098
Bearing B,0.559,-0.692176
Bearing B,0.56,-0.629383
Bearing B,0.561,-1.204066
Bearing B,0.562,-1.353917
Bearing B,0.563,-1.3461
Bearing B,0.564,-1.040935
Bearing B,0.565,-0.990752
Bearing B,0.566,-0.839598
Bearing B,0.567,-0.702114
Bearing B,0.568,0.065349
Bearing B,0.569,0.657914
Bearing B,0.57,0.998882
Bearing B,0.571,1.227201
Bearing B,0.572,1.188767
Bearing B,0.573,0.435904
Bearing B,0.574,-0.11364
Bearing B,0.575,-0.427706
Bearing B,0.576,-0.64077
Bearing B,0.577,-0.494788
Bearing B,0.578,-0.256176
Bearing B,0.579,-0.13512
Bearing B,0.58,-0.347188
Bearing B,0.581,-1.112932
Bearing B,0.582,-1.558491
Bearing B,0.583,-1.250463
Bearing B,0.584,-0.755013
Bearing B,0.585,-0.696584
Bearing B,0.586,-0.790793
Bearing B,0.587,-0.533218
Bearing B,0.588,-0.355266
Bearing B,0.589,0.333503
Bearing B,0.59,0.69114
Bearing B,0.591,1.822579
Bearing B,0.592,1.347394
Bearing B,0.593,0.843984
Bearing B,0.594,0.176426
Bearing B,0.595,0.173537
Bearing B,0.596,-0.370112
Bearing B,0.597,-0.581504
Bearing B,0.598,-0.262855
Bearing B,0.599,-0.25315
Bearing B,0.6,-0.388784
Bearing B,0.601,-1.364899
Bearing B,0.602,-1.313487
Bearing B,0.603,-1.029853
Bearing B,0.604,-1.050492
Bearing B,0.605,-0.62593
Bearing B,0.606,-0.74958
Bearing B,0.607,-0.529164
Bearing B,0.608,-0.18197
Bearing B,0.609,1.00393
Bearing B,0.61,1.471476
Bearing B,0.611,1.724257
Bearing B,0.612,1.45919
Bearing B,0.613,1.088919
Bearing B,0.614,0.205929
Bearing B,0.615,-0.438698
Bearing B,0.616,-0.069021
Bearing B,0.617,0.302624
Bearing B,0.618,0.346679
Bearing B,0.619,-0.120373
Bearing B,0.62,-0.385822
Bearing B,0.621,-0.542847
Bearing B,0.622,-1.176817
Bearing B,0.623,-1.099791
Bearing B,0.624,-1.105801
Bearing B,0.625,-0.604279
Bearing B,0.626,-0.827914
Bearing B,0.627,-0.676239
Bearing B,0.628,-0.38024
Bearing B,0.629,0.336927
Bearing B,0.63,0.974097
Bearing B,0.631,1.355567
Bearing B,0.632,1.261026
Bearing B,0.633,0.36667
Bearing B,0.634,-0.237003
Bearing B,0.635,-0.410603
Bearing B,0.636,-0.114591
Bearing B,0.637,-0.469586
Bearing B,0.638,-0.313509
Bearing B,0.639,-0.433411
Bearing B,0.64,-0.66933
Bearing B,0.641,-0.90292
Bearing B,0.642,-1.270068
Bearing B,0.643,-1.515853
Bearing B,0.644,-1.660526
Bearing B,0.645,-1.307725
Bearing B,0.646,-1.113492
Bearing B,0.647,-1.059739
Bearing B,0.648,-0.646692
Bearing B,0.649,-0.283274
Bearing B,0.65,0.532208
Bearing B,0.651,0.957121
Bearing B,0.652,0.923442
Bearing B,0.653,0.664366
Bearing B,0.654,-0.051535
Bearing B,0.655,0.037769
Bearing B,0.656,0.024116
Bearing B,0.657,-0.371567
Bearing B,0.658,-0.182398
Bearing B,0.659,-0.381421
Bearing B,0.66,-0.824783
Bearing B,0.661,-1.20818
Bearing B,0.662,-1.38254
Bearing B,0.663,-1.592625
Bearing B,0.664,-1.318023
Bearing B,0.665,-1.374985
Bearing B,0.666,-0.968398
Bearing B,0.667,-0.672185
Bearing B,0.668,-0.267933
Bearing B,0.669,0.676082
Bearing B,0.67,1.1917
Bearing B,0.671,1.796022
Bearing B,0.672,1.195273
Bearing B,0.673,0.826198
Bearing B,0.674,0.195861
Bearing B,0.675,-0.392989
Bearing B,0.676,-0.238419
Bearing B,0.677,0.117373
Bearing B,0.678,0.034027
Bearing B,0.679,0.059459
Bearing B,0.68,-0.498729
Bearing B,0.681,-0.800208
Bearing B,0.682,-1.203895
Bearing B,0.683,-1.34608
Bearing B,0.684,-1.130476
Bearing B,0.685,-1.229266
Bearing B,0.686,-0.957321
Bearing B,0.687,-0.858834
Bearing B,0.688,-0.24807
Bearing B,0.689,0.447279
Bearing B,0.69,0.944704
Bearing B,0.691,1.040932
Bearing B,0.692,0.832705
Bearing B,0.693,0.609662
Bearing B,0.694,0.128169
Bearing B,0.695,-0.357252
Bearing B,0.696,-0.793604
Bearing B,0.697,-0.396972
Bearing B,0.698,-0.008914
Bearing B,0.699,-0.000517
Bearing B,0.7,-0.345677
Bearing B,0.701,-1.061339
Bearing B,0.702,-1.429416
Bearing B,0.703,-0.854565
Bearing B,0.704,-0.861608
Bearing B,0.705,-0.365574
Bearing B,0.706,-0.484947
Bearing B,0.707,-0.117671
Bearing B,0.708,0.914727
Bearing B,0.709,1.2558
Bearing B,0.71,1.572083
Bearing B,0.711,1.685372
Bearing B,0.712,1.288932
Bearing B,0.713,0.878558
Bearing B,0.714,0.320978
Bearing B,0.715,-0.033502
Bearing B,0.716,-0.224711
Bearing B,0.717,0.52413
Bearing B,0.718,0.542697
Bearing B,0.719,0.294839
Bearing B,0.72,-0.148945
Bearing B,0.721,-0.877053
Bearing B,0.722,-1.028685
Bearing B,0.723,-1.008968
Bearing B,0.724,-0.961687
Bearing B,0.725,-0.827564
Bearing B,0.726,-0.336381
Bearing B,0.727,0.080389
Bearing B,0.728,0.461412
Bearing B,0.729,0.904424
Bearing B,0.73,1.036746
Bearing B,0.731,1.024198
Bearing B,0.732,0.964131
Bearing B,0.733,0.827118
Bearing B,0.734,0.331265
Bearing B,0.735,0.047867
Bearing B,0.736,-0.132856
Bearing B,0.737,-0.013115
Bearing B,0.738,-0.046029
Bearing B,0.739,-0.247654
Bearing B,0.74,-0.484706
Bearing B,0.741,-0.797905
Bearing B,0.742,-0.817402
Bearing B,0.743,-1.080418
Bearing B,0.744,-1.075244
Bearing B,0.745,-0.586619
Bearing B,0.746,-0.403322
Bearing B,0.747,-0.449289
Bearing B,0.748,-0.643346
Bearing B,0.749,0.20811
Bearing B,0.75,0.831357
Bearing B,0.751,0.804395
Bearing B,0.752,0.900222
Bearing B,0.753,0.23715
Bearing B,0.754,-0.124294
Bearing B,0.755,-0.720406
Bearing B,0.756,-0.457537
Bearing B,0.757,-0.198666
Bearing B,0.758,-0.203444
Bearing B,0.759,-0.106711
Bearing B,0.76,-0.487092
Bearing B,0.761,-0.90376
Bearing B,0.762,-1.11217
Bearing B,0.763,-1.167832
Bearing B,0.764,-1.065776
Bearing B,0.765,-1.020055
Bearing B,0.766,-0.979056
Bearing B,0.767,-0.597014
Bearing B,0.768,0.00444
Bearing B,0.769,0.63185
Bearing B,0.77,1.342591
Bearing B,0.771,1.469235
Bearing B,0.772,1.579729
Bearing B,0.773,1.18579
Bearing B,0.774,0.448747
Bearing B,0.775,-0.175205
Bearing B,0.776,-0.538378
Bearing B,0.777,-0.188633
Bearing B,0.778,0.467895
Bearing B,0.779,0.056745
Bearing B,0.78,-0.317531
Bearing B,0.781,-0.776068
Bearing B,0.782,-1.260577
Bearing B,0.783,-1.132101
Bearing B,0.784,-0.755851
Bearing B,0.785,-0.455757
Bearing B,0.786,-0.464859
Bearing B,0.787,-0.524414
Bearing B,0.788,-0.346458
Bearing B,0.789,0.359214
Bearing B,0.79,0.985165
Bearing B,0.791,0.66159
Bearing B,0.792,0.860033
Bearing B,0.793,0.608004
Bearing B,0.794,-0.360754
Bearing B,0.795,-0.634043
Bearing B,0.796,-0.483364
Bearing B,0.797,-0.092317
Bearing B,0.798,0.293592
Bearing B,0.799,-0.006124
Bearing B,0.8,-0.72399
Bearing B,0.801,-1.240695
Bearing B,0.802,-1.373011
Bearing B,0.803,-1.772634
Bearing B,0.804,-1.446417
Bearing B,0.805,-1.494742
Bearing B,0.806,-1.019667
Bearing B,0.807,-0.69679
Bearing B,0.808,-0.333621
Bearing B,0.809,0.58895
Bearing B,0.81,0.604938
Bearing B,0.811,1.402885
Bearing B,0.812,1.370872
Bearing B,0.813,0.725853
Bearing B,0.814,-0.143632
Bearing B,0.815,-0.191204
Bearing B,0.816,-0.369979
Bearing B,0.817,-0.221392
Bearing B,0.818,0.127619
Bearing B,0.819,-0.005613
Bearing B,0.82,-0.284984
Bearing B,0.821,-0.304033
Bearing B,0.822,-0.456349
Bearing B,0.823,-0.814231
Bearing B,0.824,-1.195106
Bearing B,0.825,-1.185231
Bearing B,0.826,-1.005489
Bearing B,0.827,-0.395914
Bearing B,0.828,0.174427
Bearing B,0.829,0.569526
Bearing B,0.83,1.559297
Bearing B,0.831,1.753721
Bearing B,0.832,1.999849
Bearing B,0.833,0.830084
Bearing B,0.834,-0.004471
Bearing B,0.835,0.072108
Bearing B,0.836,0.049084
Bearing B,0.837,0.449162
Bearing B,0.838,0.162855
Bearing B,0.839,0.20864
Bearing B,0.84,-0.189456
Bearing B,0.841,-0.335282
Bearing B,0.842,-0.67981
Bearing B,0.843,-0.769309
Bearing B,0.844,-0.532963
Bearing B,0.845,0.088609
Bearing B,0.846,-0.035037
Bearing B,0.847,0.076351
Bearing B,0.848,0.602156
Bearing B,0.849,1.002563
Bearing B,0.85,1.989373
Bearing B,0.851,1.946772
Bearing B,0.852,1.643334
Bearing B,0.853,0.959546
Bearing B,0.854,0.339311
Bearing B,0.855,-0.115545
Bearing B,0.856,-0.206
Bearing B,0.857,0.077986
Bearing B,0.858,0.206358
Bearing B,0.859,-0.038318
Bearing B,0.86,-0.162974
Bearing B,0.861,-0.414701
Bearing B,0.862,-0.826996
Bearing B,0.863,-0.857837
Bearing B,0.864,-0.881023
Bearing B,0.865,-0.75781
Bearing B,0.866,-0.045101
Bearing B,0.867,-0.166948
Bearing B,0.868,0.252637
Bearing B,0.869,0.985402
Bearing B,0.87,1.935202
Bearing B,0.871,2.140785
Bearing B,0.872,1.810812
Bearing B,0.873,1.0919
Bearing B,0.874,0.556479
Bearing B,0.875,-0.221447
Bearing B,0.876,-0.049042
Bearing B,0.877,0.131861
Bearing B,0.878,0.299998
Bearing B,0.879,0.224861
Bearing B,0.88,-0.2945
Bearing B,0.881,-0.961923
Bearing B,0.882,-1.314545
Bearing B,0.883,-1.162802
Bearing B,0.884,-1.03994
Bearing B,0.885,-0.707511
Bearing B,0.886,-0.59007
Bearing B,0.887,-0.163761
Bearing B,0.888,-0.371509
Bearing B,0.889,0.274473
Bearing B,0.89,1.282327
Bearing B,0.891,1.256517
Bearing B,0.892,1.214241
Bearing B,0.893,0.345117
Bearing B,0.894,-0.276354
Bearing B,0.895,-0.429563
Bearing B,0.896,-0.25901
Bearing B,0.897,-0.350788
Bearing B,0.898,-0.069931
Bearing B,0.899,-0.21315
Bearing B,0.9,-0.68345
Bearing B,0.901,-0.841026
Bearing B,0.902,-1.675887
Bearing B,0.903,-1.22937
Bearing B,0.904,-0.760845
Bearing B,0.905,-0.600829
Bearing B,0.906,-0.686668
Bearing B,0.907,-0.185263
Bearing B,0.908,0.047926
Bearing B,0.909,0.65664
